Provincia,Partido,Localidad,ADSL,DIALUP,FIBRAOPTICA,4G,TELEFONIAFIJA,SATELITAL
JUJUY,,El Piquete,Si,,No,Si,,No
JUJUY,,,No,,,No,,Si
JUJUY,SANTA BARBARA,,No,No,,Si,Si,
,SANTA BARBARA,Puente Lavayén,,No,No,,No,No
JUJUY,SANTA BARBARA,Santa Clara,,No,No,,Si,Si
JUJUY,SANTA BARBARA,,No,No,,No,No,
JUJUY,,Casira,No,,,No,,
,Santa Catalina,Ciénega,No,No,Si,No,No,No
,Santa Catalina,Cieneguillas,,No,Si,,No,No
JUJUY,,Cusi Cusi,No,,Si,No,,
JUJUY,Santa Catalina,,No,No,,No,No,No
JUJUY,Santa Catalina,,No,No,,No,No,No
JUJUY,,,No,,,No,,Si
JUJUY,Santa Catalina,Oratorio,,No,Si,,No,
,Santa Catalina,Paicone,,No,Si,,No,
JUJUY,,San Juan de Oros,No,,No,No,,No
JUJUY,Santa Catalina,,No,No,,No,No,Si
JUJUY,,,No,,,No,,
JUJUY,,Catua,No,,Si,No,,
,Susques,Coranzuli,,No,Si,,No,No
,Susques,El Toro,No,No,Si,No,No,Si
,Susques,Huáncar,,No,Si,,No,No
JUJUY,Susques,Jama,,No,Si,,No,
LA PAMPA,,Embajador Martini,Si,,Si,Si,,Si
LA PAMPA,Realicó,,No,No,,No,Si,Si
LA PAMPA,Realicó,Ingeniero Luiggi,,No,Si,,Si,
,Realicó,Ojeda,,No,No,,No,No
LA PAMPA,,Realicó,Si,,Si,Si,,Si
LA PAMPA,,,No,,,Si,,No
,Toay,Naicó,No,No,No,No,No,
,Toay,Toay,,No,Si,,Si,Si
LA PAMPA,Trenel,Arata,,No,Si,,Si,Si
,Trenel,Metileo,No,No,No,Si,Si,Si
LA PAMPA,Trenel,,Si,No,,Si,Si,Si
LA PAMPA,,,No,,Si,Si,,
,Utracán,Chacharramendi,,No,No,,Si,Si
LA PAMPA,Utracán,Colonia Santa María,,Si,Si,,Si,No
,Utracán,General Acha,Si,No,Si,Si,Si,Si
,Utracán,Quehué,,No,Si,,Si,
LA PAMPA,,Unanué,No,,Si,No,,No
LA RIOJA,,,Si,,,Si,,Si
LA RIOJA,Arauco,,No,No,,No,No,
LA RIOJA,,,No,,,No,,No
LA RIOJA,Arauco,Estación Mazán,,No,No,,No,Si
,Arauco,Machigasta,No,No,No,Si,No,No
LA RIOJA,,,No,,,Si,,
LA RIOJA,Arauco,,No,No,,No,No,
,Arauco,Villa Mazán,,No,No,,Si,No
,General Belgrano,Loma Blanca,No,No,No,Si,No,Si
LA RIOJA,,,Si,,,Si,,Si
LA RIOJA,,Aminga,No,,Si,No,,
LA RIOJA,,Anillaco,No,,Si,Si,,Si
LA RIOJA,Castro Barros,,No,No,,No,Si,No
,Castro Barros,Chuquis,No,No,No,,No,
LA RIOJA,Castro Barros,Los Molinos,,No,No,,No,
LA RIOJA,Castro Barros,,No,No,,No,No,No
LA RIOJA,,,No,,,No,,No
LA RIOJA,,Santa Vera Cruz,No,,No,No,,
LA RIOJA,Chamical,,Si,No,,Si,,
,Chamical,Polco,No,No,No,No,No,No
LA RIOJA,Chilecito,Anguinan,,No,No,,No,No
LA RIOJA,Chilecito,Chilecito,,No,Si,,Si,
,Chilecito,Colonia Anguinán,,No,Si,,Si,No
LA RIOJA,Chilecito,,No,No,,No,No,No
LA RIOJA,,,No,,,No,,No
,Chilecito,Colonia Vichigasta,,No,No,No,No,Si
LA RIOJA,Chilecito,Guanchín,,No,No,,No,
LA RIOJA,Chilecito,,No,,,No,No,No
LA RIOJA,,Los Sarmientos,No,,No,Si,,No
LA RIOJA,Chilecito,Malligasta,,No,No,,Si,No
,Chilecito,Miranda,No,No,No,No,No,
,Chilecito,Nonogasta,,No,Si,,Si,Si
LA RIOJA,Chilecito,San Miguel,,No,No,,No,No
LA RIOJA,,,No,,,No,,
LA RIOJA,Chilecito,,No,No,,No,No,No
LA RIOJA,Chilecito,Sañogasta,,No,No,,Si,No
,Chilecito,Tilimuqui,No,No,No,No,No,No
LA RIOJA,Chilecito,Vichigasta,,No,Si,,Si,
,Coronel Felipe Varela,Aicuña,,No,No,,No,No
LA RIOJA,Coronel Felipe Varela,,Si,No,,Si,Si,Si
LA RIOJA,,,No,,,Si,,No
JUJUY,,Loteo Navea,No,,Si,No,,No
JUJUY,,,No,,,No,No,
,San Antonio,San Antonio,Si,No,No,No,Si,Si
JUJUY,San Pedro,Arrayanal,,No,No,,No,No
JUJUY,,,No,,,No,,
JUJUY,,Don Emilio,No,,No,No,,No
,San Pedro,El Acheral,,No,No,,No,No
JUJUY,San Pedro,El Puesto,,No,No,,No,No
JUJUY,,,No,,,No,,
JUJUY,San Pedro,,No,No,,Si,No,
JUJUY,San Pedro,,No,No,,No,,No
JUJUY,,La Mendieta,No,,No,Si,,Si
,San Pedro,Miraflores,,No,No,,No,No
,San Pedro,Palos Blancos,No,No,No,No,No,
JUJUY,,Parapetí,No,,No,No,,No
JUJUY,,,No,,,No,,No
JUJUY,San Pedro,,No,No,,Si,No,
JUJUY,,,No,,,No,,
JUJUY,San Pedro,San Antonio,,No,No,,No,No
,San Pedro,San Lucas,,No,No,,No,No
,San Pedro,San Pedro (Est. San Pedro de Jujuy),Si,No,Si,No,Si,
,San Pedro,Sauzal,,No,No,,No,
JUJUY,,El Fuerte,No,,No,Si,,Si
JUJUY,Susques,,No,No,,No,No,No
,Grl. José de San Martín,Aguaray,,No,Si,,Si,
,Grl. José de San Martín,Campamento Vespucio,Si,No,Si,Si,Si,Si
SALTA,,,No,,,Si,,No
SALTA,Grl. José de San Martín,,No,No,,Si,No,No
,Grl. José de San Martín,Capiazuti,,No,No,,No,
SALTA,Grl. José de San Martín,Carboncito,,No,No,,No,No
SALTA,Grl. José de San Martín,Coronel Cornejo,,No,Si,,Si,Si
,Grl. José de San Martín,Dragones,No,No,Si,Si,Si,Si
SALTA,,,Si,No,,Si,Si,Si
SALTA,,General Ballivián,No,,Si,Si,,
,Grl. José de San Martín,General Mosconi,Si,No,Si,Si,Si,Si
,Grl. José de San Martín,Hickman,,No,No,,No,No
SALTA,Grl. José de San Martín,Misión Chaqueña,,No,No,,No,
,Grl. José de San Martín,Misión El Cruce - El Milagro - El Jardín de San Martín,No,No,No,Si,No,No
MENDOZA,Guaymallén,,No,No,,Si,No,No
MENDOZA,,,No,,,Si,,Si
MENDOZA,,Capilla Del Rosario,No,,Si,Si,,No
MENDOZA,,,No,,,Si,,
,Guaymallén,Colonia Segovia,No,No,Si,Si,No,No
,Guaymallén,DORREGO,,No,Si,,No,No
MENDOZA,,,No,,,Si,No,
MENDOZA,,GENERAL BELGRANO,No,,No,Si,,
,Guaymallén,Guaymallén,,Si,Si,,Si,No
MENDOZA,Guaymallén,JESUS NAZARENO,,No,Si,,No,No
MENDOZA,,KILOMETRO 11 (GUAYMALLEN),No,,No,No,,
MENDOZA,Guaymallén,,No,No,,No,No,
MENDOZA,,,No,,,Si,,No
MENDOZA,,Los Corralitos,Si,,No,Si,,Si
,Las Heras,Panquehua,,No,Si,,No,
,Las Heras,Papagayos,No,No,No,Si,No,
MENDOZA,,Polvaredas,No,,No,No,,No
MENDOZA,Las Heras,,No,No,,Si,,Si
MENDOZA,,Punta de Vacas,No,,No,No,,
MENDOZA,Las Heras,,No,No,,Si,No,
,Las Heras,Uspallata,,Si,Si,,Si,No
MENDOZA,Lavalle,3 de Mayo,,No,No,,Si,No
,Lavalle,Barrio Alto del Olvido,,No,No,,No,
,Lavalle,Barrio Jocolí II,No,No,No,No,No,
MENDOZA,,,No,,,No,,No
MENDOZA,,Barrio La Palmera,No,,No,No,,No
,Lavalle,Barrio La Pega,No,No,No,No,Si,No
,Lavalle,Barrio Lagunas de Bartoluzzi,,No,No,,No,
MENDOZA,Lavalle,,No,No,,No,No,No
MENDOZA,,Barrio Los Olivos,Si,,,No,,No
MENDOZA,Lavalle,Barrio Virgen del Rosario,,No,No,,No,No
,Lavalle,Costa de Araujo,No,No,Si,Si,No,
,Lavalle,El Paramillo,No,No,No,No,No,No
,Lavalle,El Vergel,,No,No,,No,No
MENDOZA,,Ingeniero Gustavo André,No,,No,No,,
MENDOZA,,,No,,,No,,No
MENDOZA,Lavalle,Jocolí Viejo,,No,No,,No,No
,Luján de Cuyo,Agrelo,Si,No,Si,Si,Si,No
,Luján de Cuyo,Barrio Adina I Y Ii,,No,No,,No,No
MENDOZA,Luján de Cuyo,Barrio Perdriel IV,,No,Si,,No,
MENDOZA,,,Si,,,Si,,No
MENDOZA,Luján de Cuyo,,No,No,,Si,No,No
MENDOZA,Luján de Cuyo,,No,,,Si,No,
MENDOZA,,Costa Flores,No,,Si,Si,,No
MENDOZA,Luján de Cuyo,El Carmelo,,No,No,,No,No
,Luján de Cuyo,El Carrizal,No,No,No,Si,No,No
MENDOZA,,El Salto,No,,No,No,,
MENDOZA,,,No,,,No,,
MENDOZA,Luján de Cuyo,Las Carditas,,No,No,,No,No
,Luján de Cuyo,Las Compuertas,,Si,No,,Si,No
MENDOZA,Luján de Cuyo,,No,No,,No,Si,
MENDOZA,,,No,,,Si,,
MENDOZA,,PEDRO MOLINA,No,,Si,Si,,No
MENDOZA,Guaymallén,,Si,Si,,Si,,No
,Guaymallén,RODEO DE LA CRUZ,No,No,Si,Si,No,
MENDOZA,Guaymallén,SAN FRANCISCO DEL MONTE,,No,Si,,No,
MENDOZA,,,No,,,Si,,No
MENDOZA,,VILLA NUEVA,No,,No,Si,,No
MENDOZA,Junín,,No,No,,No,,
MENDOZA,,Ingeniero Giagnoni,Si,,Si,Si,,No
,Junín,Junín,,Si,Si,,Si,No
,Junín,La Colonia,No,No,Si,Si,No,Si
,Junín,Los Barriales,,Si,No,,Si,
MENDOZA,Junín,Medrano,,No,No,,No,
MENDOZA,,,No,,,No,,No
MENDOZA,Junín,,No,No,,Si,Si,No
MENDOZA,La Paz,Desaguadero,,No,No,,Si,
,La Paz,La Paz,Si,No,Si,,Si,No
MENDOZA,,Villa Antigua,No,,No,No,,No
MENDOZA,,,No,,,No,Si,No
,Las Heras,Capdeville,No,No,No,Si,No,
MENDOZA,Las Heras,El Algarrobal,,No,Si,,No,No
MENDOZA,Las Heras,El Borbollon,,No,No,,No,No
,Las Heras,EL CHALLAO,,No,Si,,No,No
MENDOZA,Las Heras,,No,No,,Si,No,No
MENDOZA,,,No,,,No,,
,Las Heras,EL ZAPALLAR,No,No,Si,Si,No,No
MENDOZA,Las Heras,Jocolí,,No,No,,Si,No
MENDOZA,Las Heras,La Cieneguita,,No,No,,No,No
,Las Heras,Las Cuevas,,No,No,,No,
MENDOZA,Las Heras,,Si,Si,,Si,Si,Si
MENDOZA,,,No,,,No,,No
NEUQUEN,,Caviahué,No,,No,Si,,
NEUQUEN,Ñorquín,,No,No,,No,,No
,Ñorquín,El Cholar,No,No,No,No,Si,Si
NEUQUEN,Ñorquín,El Huecú,,No,No,,Si,Si
NEUQUEN,,,No,,,No,,No
NEUQUEN,,Barrancas,No,,No,No,,
,Pehuenches,Buta Ranquil,,No,No,,Si,Si
NEUQUEN,Pehuenches,Octavio Pico,,No,No,,No,No
NEUQUEN,,,Si,,,Si,,
NEUQUEN,Picún Leufú,,No,No,,No,No,
NEUQUEN,Picún Leufú,,No,,,No,Si,No
NEUQUEN,,Picún Leufú,No,,No,Si,,Si
NEUQUEN,Picunches,Bajada del Agrio,,No,No,,Si,
,Picunches,La Buitrera,No,No,No,No,No,Si
NEUQUEN,,Las Lajas,No,,No,Si,,Si
NEUQUEN,,,No,,,No,,No
NEUQUEN,Zapala,,No,No,,Si,No,No
MENDOZA,,Fray Luis Beltrán,Si,,,Si,,
MENDOZA,Maipú,GENERAL GUTIERREZ,,No,Si,,No,No
,Maipú,LUZURIAGA,No,No,Si,Si,No,No
,Maipú,Maipú,Si,Si,Si,Si,Si,
,Maipú,Rodeo del Medio,,Si,Si,,Si,
MENDOZA,,Russell,Si,,Si,Si,,No
MENDOZA,,,Si,,,Si,,No
MENDOZA,Maipú,Villa Teresa,,No,No,,No,No
,Malargüe,Agua Escondida,No,No,No,Si,No,
MENDOZA,,Bardas Blancas,No,,No,Si,,No
MENDOZA,Malargüe,,No,No,,Si,Si,No
,Coronel Felipe Varela,Pagancillo,,No,Si,,No,No
LA RIOJA,Coronel Felipe Varela,Santa Clara,,No,No,,No,
,Coronel Felipe Varela,Villa Unión,,No,Si,,Si,Si
,Famatina,Alto Carrizal,No,No,No,No,No,No
LA RIOJA,,,No,,,No,,
LA RIOJA,,Antinaco,No,,No,No,,No
,Famatina,Bajo Carrizal,No,No,No,No,No,No
,Famatina,Campanas,,No,Si,,Si,No
,Famatina,Chañarmuyo,,No,No,,No,
LA RIOJA,Famatina,Famatina,,No,Si,,Si,No
LA RIOJA,,La Cuadra,No,,No,No,,No
LA RIOJA,Famatina,,No,No,,Si,Si,No
LA RIOJA,,,No,,,No,,No
LA RIOJA,,Santa Cruz,No,,No,No,,
,Famatina,Santo Domingo,,No,No,,No,No
,General Angel V. Peñaloza,Punta de los Llanos,No,No,Si,Si,Si,No
LA RIOJA,,Tama,Si,,Si,Si,,
LA RIOJA,General Belgrano,,No,No,,No,,No
LA RIOJA,General Belgrano,Chañar,,No,Si,,Si,No
,Matacos,Ingeniero Guillermo N. Juárez,Si,No,No,Si,Si,Si
FORMOSA,Patiño,,No,No,,No,No,
FORMOSA,,,No,,,No,,
FORMOSA,,Comandante Fontana,No,,No,Si,,No
FORMOSA,,,No,,,No,,No
,Patiño,Estanislao del Campo,Si,No,No,Si,Si,No
,Patiño,Fortín Cabo 1º Lugones,,No,No,,No,
FORMOSA,,,No,,,No,No,Si
FORMOSA,,Ibarreta,Si,,No,Si,,Si
FORMOSA,,,No,,,Si,,
FORMOSA,Patiño,,Si,No,,Si,Si,Si
,Patiño,Posta Cambio Zalazar,,No,No,,No,No
FORMOSA,Patiño,Pozo del Tigre,,No,Si,,Si,No
FORMOSA,Patiño,San Martín I,,No,No,,No,
,Patiño,San Martín II,No,No,Si,Si,Si,
JUJUY,,,No,No,,No,No,No
FORMOSA,,Laguna Naick-Neck,Si,,No,Si,,Si
,Pilcomayo,Palma Sola,No,No,No,Si,No,
,Pilcomayo,Puerto Pilcomayo,,No,No,,No,No
FORMOSA,Pilcomayo,,No,No,,Si,Si,No
FORMOSA,,,No,,,Si,,No
FORMOSA,Pilcomayo,Siete Palmas,,No,Si,,Si,
,Pirané,Colonia Campo Villafañe,,No,Si,,Si,No
,Pirané,El Colorado,Si,No,Si,Si,Si,Si
,Pirané,Palo Santo,,No,No,,Si,Si
FORMOSA,,Pirané,No,,Si,Si,,Si
FORMOSA,Pirané,,No,No,,Si,Si,
,Ramón Lista,El Potrillo,,No,No,,No,No
,Ramón Lista,El Quebracho,No,No,No,No,No,No
,Nogoyá,Hernández,,No,No,,Si,Si
,Nogoyá,Lucas González,Si,No,No,Si,Si,
ENTRE RIOS,Nogoyá,,Si,No,,Si,,No
ENTRE RIOS,,XX de Setiembre,No,,No,No,,No
ENTRE RIOS,,,No,,,Si,,
ENTRE RIOS,Paraná,,No,No,,No,No,No
,Paraná,Aldea San Rafael,,No,No,,Si,No
ENTRE RIOS,Paraná,Aldea Santa María,,No,No,,Si,No
ENTRE RIOS,Paraná,,No,No,,No,No,
ENTRE RIOS,,Cerrito,Si,,No,Si,,
,Paraná,Colonia Avellaneda,Si,No,No,Si,Si,No
ENTRE RIOS,Paraná,Colonia Crespo,,No,No,,No,No
ENTRE RIOS,,Colonia Merou,No,,No,No,,No
ENTRE RIOS,Paraná,,Si,,,Si,Si,
ENTRE RIOS,Paraná,,No,No,,No,No,No
ENTRE RIOS,,,No,,,Si,,No
ENTRE RIOS,Diamante,General Ramírez,,No,No,,Si,
,Diamante,La Juanita,,No,No,,No,
ENTRE RIOS,,,No,,,No,,No
ENTRE RIOS,Diamante,,No,No,,No,No,No
ENTRE RIOS,Diamante,,No,,,No,No,No
ENTRE RIOS,,Strobel,No,,No,Si,,
ENTRE RIOS,Diamante,Villa Libertador San Martín,,No,No,,Si,No
,Federación,Chajarí,Si,No,Si,Si,Si,No
,Federación,Colonia Alemana,,No,No,,No,
ENTRE RIOS,Federación,Colonia Ensanche Sauce,,No,No,,No,
ENTRE RIOS,,,No,,,Si,,No
ENTRE RIOS,Federación,,No,No,,No,No,No
ENTRE RIOS,Federación,Colonia Santa María,,No,No,,No,No
,Federación,Federación,Si,No,Si,Si,Si,
ENTRE RIOS,,Los Conquistadores,No,,No,Si,,No
ENTRE RIOS,Federación,,No,No,,Si,,No
,Ramón Lista,General Mosconi,No,No,Si,No,Si,Si
JUJUY,Cochinoca,Abdón Castro Tolay,,No,No,,No,
JUJUY,Cochinoca,Abra Pampa,,No,No,,Si,Si
,Cochinoca,Abralaite,,No,No,,No,No
JUJUY,Cochinoca,,No,No,,No,No,
JUJUY,,,No,,,No,,No
,Cochinoca,Cochinoca,,No,No,No,No,No
JUJUY,Cochinoca,La Redonda,,No,No,,No,Si
,Cochinoca,Puesto del Marquéz,,No,Si,,No,No
,Cochinoca,Quebraleña,No,No,No,No,No,
JUJUY,,,No,,,No,,No
JUJUY,,Rinconadillas,No,,No,No,,No
JUJUY,,San Francisco de Alfarcito,No,,No,No,,
JUJUY,Cochinoca,,No,No,,No,No,No
,Cochinoca,Santuario de Tres Pozos,No,No,No,,No,No
JUJUY,Cochinoca,Tambillos,,No,No,,No,No
JUJUY,Cochinoca,,No,No,,No,No,
JUJUY,,,No,,,No,,
,Doctor Manuel Belgrano,Guerrero,Si,No,No,Si,Si,No
,Doctor Manuel Belgrano,La Almona,,No,Si,,No,No
JUJUY,,León,No,,No,No,,
JUJUY,,,No,,,Si,,
JUJUY,Doctor Manuel Belgrano,,No,No,,No,No,No
JUJUY,,,No,,,No,,No
JUJUY,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),,No,Si,,Si,
,Doctor Manuel Belgrano,Yala,No,No,No,Si,Si,Si
JUJUY,,,No,,,No,,No
JUJUY,El Carmen,,No,No,,No,No,No
JUJUY,,Barrio La Unión,No,,No,No,,
JUJUY,,,Si,,,Si,,Si
,El Carmen,Fleming,No,No,No,Si,No,No
,El Carmen,Los Lapachos (Est. Maquinista Verón),,No,No,,No,No
JUJUY,El Carmen,Loteo San Vicente,,No,No,,No,
,El Carmen,Manantiales,No,No,No,Si,No,
JUJUY,El Carmen,,No,No,,Si,Si,Si
JUJUY,,,Si,,No,Si,,Si
,El Carmen,Perico,,No,No,,Si,
JUJUY,El Carmen,Pila Pardo,,No,No,,No,No
JUJUY,,,Si,,,Si,,Si
JUJUY,,Llulluchayoc,No,,No,No,,No
,Yavi,Pumahuasi,,No,Si,,No,
,Yavi,San Jose,No,No,No,No,No,No
,Yavi,Yavi,,No,No,,No,Si
JUJUY,Yavi,Yavi Chico,,No,Si,,No,No
LA PAMPA,,Doblas,No,,Si,No,,Si
LA PAMPA,Atreucó,,No,No,,Si,Si,
LA PAMPA,Atreucó,Miguel Riglos,,No,Si,,Si,Si
,Atreucó,Rolón,,No,No,,Si,Si
,Atreucó,Tomas M. Anchorena,No,Si,No,No,Si,
,Caleu Caleu,Anzoategui,,No,No,,No,No
LA PAMPA,,La Adela,No,,No,Si,,Si
LA PAMPA,Capital,,No,No,,Si,Si,Si
JUJUY,Susques,,No,No,,No,Si,Si
JUJUY,,,No,,,No,,
JUJUY,Susques,Puesto Sey,,No,Si,,No,No
,Susques,San Juan de Quillaqués,,No,Si,,No,Si
JUJUY,,Susques,No,,Si,Si,,
JUJUY,Tilcara,,No,No,,No,No,No
JUJUY,Tilcara,Huacalera,,No,Si,,No,No
,Tilcara,Juella,No,No,No,No,Si,No
JUJUY,,,No,No,,Si,Si,
JUJUY,,Tilcara,No,,Si,Si,,
JUJUY,,,No,,,No,,No
JUJUY,Tumbaya,,No,No,,No,No,No
,Tumbaya,El Moreno,,No,No,,No,No
JUJUY,Tumbaya,Puerta de Colorados,,No,No,,No,
JUJUY,Tumbaya,,Si,No,,Si,Si,No
JUJUY,,Tumbaya,No,,,Si,,No
JUJUY,Tumbaya,,Si,No,,Si,Si,
JUJUY,,,No,,,No,,
JUJUY,Valle Grande,Pampichuela,,No,No,,No,No
,Valle Grande,San Francisco,,No,No,,No,No
,Valle Grande,Santa Ana,No,No,No,No,No,
ENTRE RIOS,Paraná,El Pingo,,No,No,,Si,
ENTRE RIOS,,El Ramblón,No,,No,Si,,No
ENTRE RIOS,,,No,,,Si,No,No
,Paraná,Hasenkamp,,No,Si,,Si,Si
,Paraná,Hernandarias,No,No,No,Si,Si,
ENTRE RIOS,,,Si,,,Si,,No
ENTRE RIOS,Paraná,,No,No,,No,No,Si
,Paraná,María Grande,,Si,Si,,Si,No
ENTRE RIOS,Paraná,Oro Verde,,No,No,,Si,
ENTRE RIOS,Paraná,Paraná,,Si,Si,,Si,Si
,Paraná,Pueblo Bellocq (Est. Las Garzas),No,No,No,No,Si,No
ENTRE RIOS,Paraná,,No,No,,Si,,
ENTRE RIOS,,Pueblo General San Martín,No,,No,Si,,No
,Zapala,Los Catutos,No,No,No,No,No,No
,Zapala,Mariano Moreno,,Si,No,,Si,Si
,Zapala,Ramon M. Castro,No,No,No,Si,No,
,Zapala,Zapala,,Si,Si,,Si,Si
RIO NEGRO,,Aguada de Guerra,No,,No,No,,No
RIO NEGRO,25 de Mayo,,No,No,,No,No,No
RIO NEGRO,25 de Mayo,,No,No,,No,Si,
RIO NEGRO,,,No,,,No,,
RIO NEGRO,25 de Mayo,Ingeniero Jacobacci,,Si,Si,,Si,Si
,25 de Mayo,Los Menucos,,No,No,,No,Si
RIO NEGRO,,Maquinchao,No,,No,Si,,
RIO NEGRO,25 de Mayo,,No,No,,No,No,No
RIO NEGRO,25 de Mayo,Pilquiniyeu,,No,No,,No,Si
,9 de Julio,Comicó,No,No,No,No,No,Si
RIO NEGRO,,,No,No,,No,Si,
RIO NEGRO,,Ministro Ramos Mexía,No,,Si,No,,Si
LA PAMPA,,,No,,,Si,,Si
LA PAMPA,Guatraché,,No,No,,Si,Si,Si
,Guatraché,Perú,,No,No,,No,No
LA PAMPA,Guatraché,Santa Teresa,,No,Si,,Si,
LA PAMPA,Hucal,,No,No,,No,No,Si
LA PAMPA,,,Si,,,Si,,Si
LA PAMPA,,General San Martín (Est. Villa Alba),No,,Si,Si,,
LA PAMPA,,,No,,,No,,No
,Hucal,Jacinto Arauz,No,No,Si,Si,Si,Si
,Lihuel Calel,Cuchillo Co,,No,Si,,No,Si
LA PAMPA,Limay Mahuida,La Reforma,,No,No,,Si,Si
,Limay Mahuida,Limay Mahuida,No,No,No,No,No,
LA PAMPA,Loventué,,No,No,,No,Si,Si
LA PAMPA,,,No,,Si,No,,No
,Loventué,Luan Toro,,No,No,,Si,
LA PAMPA,Loventué,Telén,,No,Si,,Si,Si
LA PAMPA,,,No,,,Si,,Si
LA PAMPA,,Agustoni,No,,No,No,,No
,Maracó,Dorila,,No,Si,,Si,
,Maracó,General Pico,Si,Si,Si,Si,Si,
,Maracó,Speluzzi,,No,Si,Si,Si,No
LA PAMPA,Maracó,Trebolares,,No,No,,No,No
LA PAMPA,,25 de Mayo,No,,Si,Si,,No
LA PAMPA,Puelén,,No,No,,No,No,
LA PAMPA,Puelén,Puelén,,Si,No,,Si,Si
,Quemú Quemú,Colonia Barón,,Si,Si,,Si,Si
,Quemú Quemú,Colonia San José,,No,No,,No,
,Quemú Quemú,Miguel Cané,No,No,Si,Si,Si,
MENDOZA,,,No,,,No,,No
MENDOZA,,Barrio El Cepillo,No,,No,No,,No
MENDOZA,,Chilecito,No,,No,Si,,
MENDOZA,San Carlos,,Si,No,,Si,Si,
,San Carlos,La Consulta,Si,No,No,,Si,Si
MENDOZA,San Carlos,Pareditas,,No,Si,,Si,No
MENDOZA,San Carlos,,No,No,,Si,No,No
MENDOZA,,,No,,,No,,
,San Martín,Alto Verde,No,No,Si,No,No,No
,San Martín,Barrio Chivilcoy,,No,No,,No,No
MENDOZA,,Barrio Emanuel,No,,No,No,,No
MENDOZA,,,No,,,No,,
MENDOZA,San Martín,,No,No,,No,No,No
MENDOZA,,Barrio Ntra. Sra. De Fátima,No,,,No,,No
MENDOZA,San Martín,Chapanay,,Si,Si,,Si,
,San Martín,Chivilcoy,No,No,No,No,No,No
MENDOZA,,,No,,,No,,No
MENDOZA,San Martín,,No,No,,No,No,No
MENDOZA,,,No,,,Si,Si,No
MENDOZA,,Nueva California,No,,No,No,,
MENDOZA,Tupungato,El Zampal,,No,No,,No,No
,San Rafael,Villa Atuel Norte,No,No,No,Si,Si,No
,Santa Rosa,Barrio 12 de Octubre,,No,Si,,No,
MENDOZA,Santa Rosa,Barrio María Auxiliadora,,No,No,,No,No
MENDOZA,,,No,,,No,,No
MENDOZA,Santa Rosa,,No,No,,Si,Si,No
MENDOZA,Santa Rosa,Las Catitas,,No,No,,Si,No
,Santa Rosa,Santa Rosa,No,No,Si,No,Si,
MENDOZA,,Barrio San Cayetano,No,,No,No,,No
MENDOZA,Tunuyán,,No,No,,No,,No
,Tunuyán,Colonia Las Rosas,No,No,No,Si,Si,
MENDOZA,Tunuyán,El Manzano,,No,No,,No,
MENDOZA,Tunuyán,Los Sauces,,No,Si,,Si,No
,Tunuyán,Tunuyán,,Si,Si,,Si,No
MENDOZA,Tunuyán,,No,No,,Si,Si,
MENDOZA,,,No,,,No,,
,Tupungato,Cordón del Plata,,No,No,,Si,No
MENDOZA,Tupungato,El Peral,,No,No,,No,No
,San Justo,Las Varillas,,No,Si,,Si,
CORDOBA,San Justo,Marull,,No,Si,,Si,
CORDOBA,,,No,,,Si,,No
CORDOBA,San Justo,,Si,No,,Si,Si,No
CORDOBA,San Justo,,No,No,,No,No,No
CORDOBA,,Plaza San Francisco,No,,No,Si,,
,San Justo,Porteña,,No,Si,,Si,No
,San Justo,Quebracho Herrado,No,No,No,No,Si,No
CORDOBA,,Sacanta,No,,Si,Si,,
CORDOBA,,,Si,,,Si,,No
JUJUY,Valle Grande,Valle Colorado,,No,No,,No,No
,Valle Grande,Valle Grande,,No,No,,No,No
CORDOBA,San Justo,,No,No,,Si,Si,
CORDOBA,,,Si,,,Si,,No
CORDOBA,,Toro Pujio,Si,,No,Si,,No
CORDOBA,,,Si,No,,Si,Si,No
,San Justo,Trinchera,No,No,No,No,No,No
CORDOBA,San Justo,Villa Concepción del Tío,,No,No,,Si,
CORDOBA,,,No,,,No,,No
CORDOBA,,Villa San Esteban,No,,No,No,,No
CORDOBA,,,Si,,,Si,,
CORDOBA,Santa María,,Si,No,,No,Si,No
,Santa María,Barrio Gilbert,,No,No,,No,No
CORDOBA,Santa María,Barrio Las Quintas,,No,No,,No,No
CORDOBA,Santa María,Barrio Villa del Parque,,No,No,,No,No
,Santa María,Bouwer,No,No,No,Si,Si,
CORDOBA,,,No,,,No,No,No
CORDOBA,,Caseros Centro,No,,No,Si,,No
,Santa María,Causana,No,No,No,No,No,
,Santa María,Costa Azul,,No,No,,No,No
CORDOBA,Río Primero,,Si,No,,Si,Si,No
CORDOBA,,,No,,,No,,No
CORDOBA,Río Primero,Pueblo Comechingones,,No,No,,Si,
,Río Primero,Río Primero,,No,Si,,Si,
,Río Primero,Sagrada Familia,No,No,No,No,No,No
,Río Primero,Santa Rosa de Río Primero,,No,Si,,Si,No
CORDOBA,,Villa Fontana,No,,Si,Si,,No
CORDOBA,Río Seco,,No,No,,Si,,
,Río Seco,Chañar Viejo,,No,No,,No,No
,Río Seco,Eufrasio Loza,No,No,No,No,No,No
,Río Seco,Gütemberg,,No,No,No,No,
CORDOBA,Río Seco,La Rinconada,,No,No,,No,No
CORDOBA,,Los Hoyos,No,,No,Si,,No
CORDOBA,Río Seco,,No,No,,No,No,No
